"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0106027","GO:0106027","neuron projection organization","5/91","69/11564",0.000204152511486728,0.00786430979031481,0.00669452057117805,"EPHA4/NLGN3/ITPKA/SRCIN1/NLGN1",5
"GO:0060080","GO:0060080","inhibitory postsynaptic potential","3/91","16/11564",0.000245125379255537,0.00924174834129388,0.00786706984262452,"IGSF9B/NLGN3/RIMS1",3
"GO:0042391","GO:0042391","regulation of membrane potential","10/91","333/11564",0.000278106799556008,0.0102667760169426,0.00873962815271401,"KCNA2/IGSF9B/KCND3/CACNA1E/GRIA1/NLGN3/ANK2/KCNK5/NLGN1/RIMS1",10
"GO:1905809","GO:1905809","negative regulation of synapse organization","3/91","18/11564",0.000353133514614146,0.0120337036133897,0.0102437313044954,"NLGN3/ROBO2/NLGN1",3
"GO:0060840","GO:0060840","artery development","5/91","78/11564",0.000362773893678925,0.0121289686716803,0.0103248260107627,"LRP2/MYLK/ROBO2/TFAP2B/GLI3",5
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","5/91","79/11564",0.000384904536483892,0.012400924339081,0.0105563292015582,"SFRP2/LRP2/TFAP2B/WNT1/SKOR2",5
"GO:0099173","GO:0099173","postsynapse organization","6/91","137/11564",0.000723854734070982,0.0189713406616509,0.0161494185387583,"EPHA4/NLGN3/ITPKA/NRP2/SRCIN1/NLGN1",6
"GO:0099560","GO:0099560","synaptic membrane adhesion","3/91","23/11564",0.000744908182534223,0.0191301057891398,0.0162845678958282,"IGSF9B/LRFN5/NLGN1",3
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","3/91","26/11564",0.00107509909836872,0.0260969260590325,0.0222150974471864,"NRP2/LRP2/ROBO2",3
"GO:0006935","GO:0006935","chemotaxis","11/91","470/11564",0.00111587404915035,0.0261451317825944,0.0222561327340251,"DRAXIN/EPHA4/OXSR1/CNTN4/NRP2/FEZF1/ROBO2/NFASC/ENPP2/ANOS1/GLI3",11
"GO:0099174","GO:0099174","regulation of presynapse organization","3/91","28/11564",0.00133931817820536,0.0296658976472488,0.0252531967022143,"NLGN3/LRFN5/NLGN1",3
"GO:0071470","GO:0071470","cellular response to osmotic stress","3/91","29/11564",0.00148539514920027,0.0320990268827181,0.0273244062747624,"OXSR1/MAPK10/MYLK",3
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","3/91","30/11564",0.00164109567263903,0.0338142038594927,0.0287844565347826,"GRIA1/NLGN3/NLGN1",3
"GO:1905114","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","11/91","498/11564",0.00177312385565499,0.0355820678741539,0.0302893568157672,"IGSF9B/DRAXIN/NLGN3/WNT8B/SFRP2/SOX10/CELSR2/GLI3/NLGN1/WNT1/RIMS1",11
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","9/91","355/11564",0.00187004347228887,0.0368190781432875,0.031342366032631,"KCNA2/KCND3/CACNA1E/GRIA1/NLGN3/OXSR1/ANK2/KCNK5/NLGN1",9
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","4/91","72/11564",0.00245510339067783,0.0435044320828111,0.0370332964088561,"SCUBE3/GLI3/ZIC1/SALL3",4
"GO:0060415","GO:0060415","muscle tissue morphogenesis","4/91","72/11564",0.00245510339067783,0.0435044320828111,0.0370332964088561,"LRP2/MYLK/POU4F1/PAX7",4
"GO:0021532","GO:0021532","neural tube patterning","3/91","35/11564",0.00257159113846777,0.0442413543433485,0.0376606040002486,"GLI3/WNT1/PAX7",3
"GO:1990403","GO:1990403","embryonic brain development","2/91","10/11564",0.00264532389880474,0.0446429899874476,0.0380024977141573,"EN2/WNT1",2
"GO:0045778","GO:0045778","positive regulation of ossification","4/91","75/11564",0.00284916837342549,0.0467474662750922,0.0397939403422877,"SFRP2/TFAP2A/ZBTB16/GLI3",4
